,equipment,model,manufacturer,losses_total,abandoned,abandoned and destroyed,captured,captured and destroyed,damaged,damaged and abandoned,damaged and captured,damaged beyond economical repair,destroyed,sunk,lost_by
25,Tanks,T-80UK,Russia,2,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,russia
26,Tanks,T-80UE-1,Russia,6,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,russia
27,Tanks,T-80UM2,Russia,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,russia
28,Tanks,T-80BVM,Russia,98,0.0,0.0,28.0,1.0,5.0,2.0,4.0,0.0,57.0,0.0,russia
29,Tanks,T-80BVM Obr. 2022,Russia,5,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,russia
30,Tanks,Unknown T-80,Russia,8,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,russia
31,Tanks,T-90A,Russia,34,1.0,1.0,10.0,0.0,1.0,1.0,0.0,0.0,20.0,0.0,russia
32,Tanks,T-90AK,Russia,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,russia
33,Tanks,T-90S,Russia,7,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,russia
34,Tanks,T-90M,Russia,40,0.0,0.0,3.0,0.0,7.0,7.0,0.0,0.0,23.0,0.0,russia
35,Tanks,Unknown tank,Russia,272,4.0,0.0,0.0,0.0,24.0,9.0,0.0,0.0,235.0,0.0,russia
36,Armoured Fighting Vehicles,BMPT Terminator,Russia,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,russia
37,Armoured Fighting Vehicles,BRM-1(K) reconnaissance vehicle,the Soviet Union,25,0.0,0.0,9.0,0.0,1.0,1.0,0.0,0.0,14.0,0.0,russia
38,Armoured Fighting Vehicles,BRM-1K Obr. 2021,Russia,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,russia
39,Armoured Fighting Vehicles,BRDM-2,the Soviet Union,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,russia
40,Armoured Fighting Vehicles,BRDM-2M/A,Russia,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,russia
41,Armoured Fighting Vehicles,BRDM-2RKhb chemical reconnaissance vehicle,the Soviet Union,2,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,russia
42,Armoured Fighting Vehicles,BRDM-2-based ZS-82 PsyOps vehicle,the Soviet Union,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,russia
43,Armoured Fighting Vehicles,BTR-80-based ZS-88 PsyOps vehicle,the Soviet Union,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,russia
44,Armoured Fighting Vehicles,BTR-80 with 57mm UB-32 unguided aircraft rocket pods,the Soviet Union,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,russia
45,Armoured Fighting Vehicles,MT-LB,the Soviet Union,482,19.0,0.0,131.0,1.0,11.0,4.0,7.0,0.0,309.0,0.0,russia
46,Armoured Fighting Vehicles,MT-LBVM and MT-LBVMK,the Soviet Union,184,8.0,0.0,90.0,0.0,1.0,0.0,3.0,0.0,82.0,0.0,russia
47,Armoured Fighting Vehicles,MT-LB with ZU-23 AA gun,the Soviet Union,33,0.0,0.0,11.0,0.0,1.0,0.0,0.0,0.0,21.0,0.0,russia
48,Armoured Fighting Vehicles,MT-LB With 14.5mm BPU-1 Turret,the Soviet Union,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,russia
49,Armoured Fighting Vehicles,MT-LB with 14.5mm 2M-7 naval gun mount,the Soviet Union,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,russia
50,Armoured Fighting Vehicles,MT-LB with AZP S-60 AA gun,the Soviet Union,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,russia
51,Armoured Fighting Vehicles,MT-LB with 100mm MT-12 anti-tank gun,the Soviet Union,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,russia
52,Armoured Fighting Vehicles,MT-LB with 82-mm automatic mortar 2B9 Vasilek,the Soviet Union,2,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,russia
53,Armoured Fighting Vehicles,MT-LBu,the Soviet Union,16,1.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,russia
54,Armoured Fighting Vehicles,Vityaz DT-10PM articulated tracked carrier,Russia,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,russia
55,Armoured Fighting Vehicles,Vityaz DT-30 articulated tracked carrier,Russia,4,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,1.0,0.0,russia
56,Armoured Fighting Vehicles,GAZ-3344-20 'Aleut' articulated tracked carrier,Russia,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,russia
57,Armoured Fighting Vehicles,2S1 with ZU-23 AA gun,the Soviet Union,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,russia
58,Armoured Fighting Vehicles,Unknown BTR-D/BMD-2,the Soviet Union,11,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.0,0.0,russia
59,Armoured Fighting Vehicles,BMM-80 ambulance,the Soviet Union,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,russia
60,Armoured Fighting Vehicles,Unknown AFV,Russia,202,2.0,0.0,2.0,0.0,11.0,0.0,0.0,0.0,187.0,0.0,russia
61,Infantry Fighting Vehicles,BMP-1(P),the Soviet Union,517,13.0,0.0,83.0,1.0,26.0,27.0,8.0,0.0,359.0,0.0,russia
62,Infantry Fighting Vehicles,BMP-1AM,Russia,35,2.0,0.0,4.0,1.0,3.0,4.0,3.0,0.0,18.0,0.0,russia
63,Infantry Fighting Vehicles,BMP-2(K),the Soviet Union,979,33.0,0.0,222.0,0.0,22.0,30.0,24.0,0.0,648.0,0.0,russia
64,Infantry Fighting Vehicles,BMP-2(K),the Soviet Union,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,russia
65,Infantry Fighting Vehicles,BMP-2M Berezhok,Russia,23,0.0,0.0,7.0,0.0,1.0,0.0,1.0,0.0,14.0,0.0,russia
66,Infantry Fighting Vehicles,BMP-2 675-sb3KDZ,Russia,10,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,8.0,0.0,russia
67,Infantry Fighting Vehicles,Unknown BMP-1/2,the Soviet Union,127,1.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,120.0,0.0,russia
68,Infantry Fighting Vehicles,BMP-3,Russia,283,10.0,0.0,54.0,0.0,21.0,8.0,8.0,0.0,182.0,0.0,russia
69,Infantry Fighting Vehicles,BMP-3 688M sb. 3KDZ,Russia,18,0.0,0.0,1.0,0.0,3.0,3.0,0.0,0.0,11.0,0.0,russia
70,Infantry Fighting Vehicles,MT-LBM 6MB,Russia,14,1.0,0.0,2.0,0.0,2.0,0.0,1.0,0.0,8.0,0.0,russia
71,Infantry Fighting Vehicles,BMD-2,the Soviet Union,227,5.0,0.0,47.0,0.0,7.0,2.0,3.0,0.0,161.0,0.0,russia
72,Infantry Fighting Vehicles,BMD-2,the Soviet Union,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,russia
73,Infantry Fighting Vehicles,BMD-2,the Soviet Union,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,russia
74,Infantry Fighting Vehicles,BMD-4M,Russia,87,0.0,0.0,9.0,0.0,3.0,1.0,2.0,0.0,72.0,0.0,russia
75,Infantry Fighting Vehicles,BMD-4M,Russia,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,russia
76,Infantry Fighting Vehicles,BTR-82A(M),Russia,493,5.0,0.0,120.0,0.0,19.0,5.0,7.0,0.0,336.0,0.0,russia
77,Armoured Personnel Carriers,BTR-60PB,the Soviet Union,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,russia
78,Armoured Personnel Carriers,BTR-70,the Soviet Union,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,russia
79,Armoured Personnel Carriers,BTR-70M,Russia,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,russia
80,Armoured Personnel Carriers,BTR-80,the Soviet Union,174,5.0,0.0,55.0,0.0,1.0,0.0,2.0,0.0,111.0,0.0,russia
81,Armoured Personnel Carriers,Unknown BTR-80/BTR-82A,Russia,50,2.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,43.0,0.0,russia
82,Armoured Personnel Carriers,Remdiesel Z-STS Akhmat,Russia,11,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,8.0,0.0,russia
83,Armoured Personnel Carriers,Ural-VV,Russia,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,russia
84,Armoured Personnel Carriers,BTR-D,the Soviet Union,80,5.0,0.0,20.0,1.0,0.0,1.0,2.0,0.0,51.0,0.0,russia
85,Armoured Personnel Carriers,BTR-MDM Rakushka,Russia,23,0.0,0.0,8.0,0.0,2.0,0.0,0.0,0.0,13.0,0.0,russia
86,Armoured Personnel Carriers,BMO-T,Russia,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,russia
87,Mine-Resistant Ambush Protected,KamAZ-63968 Typhoon,Russia,26,0.0,0.0,5.0,0.0,2.0,1.0,0.0,0.0,18.0,0.0,russia
88,Mine-Resistant Ambush Protected,KamAZ-435029 Patrol-A,Russia,3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,russia
89,Mine-Resistant Ambush Protected,K-53949 Typhoon-K,Russia,8,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,russia
90,Mine-Resistant Ambush Protected,K-53949 Linza,Russia,11,0.0,0.0,2.0,0.0,1.0,0.0,1.0,0.0,7.0,0.0,russia
91,Infantry Mobility Vehicles,BPM-97 Vystrel,Russia,4,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,russia
92,Infantry Mobility Vehicles,GAZ Tigr,Russia,15,1.0,0.0,7.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,russia
93,Infantry Mobility Vehicles,GAZ Tigr-M,Russia,144,0.0,0.0,29.0,0.0,6.0,0.0,2.0,0.0,107.0,0.0,russia
94,Infantry Mobility Vehicles,GAZ Tigr-M,Russia,8,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,russia
95,Infantry Mobility Vehicles,AMN-590951,Russia,8,0.0,0.0,3.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,russia
96,Infantry Mobility Vehicles,Iveco LMV Rys,Italy,31,0.0,1.0,1.0,0.0,1.0,0.0,4.0,0.0,24.0,0.0,russia
97,Infantry Mobility Vehicles,GAZ-3937 Vodnik,Russia,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,russia
98,Command Posts And Communications Stations,BMP-1KSh command and staff vehicle,the Soviet Union,12,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,russia
99,Command Posts And Communications Stations,BMD-1KSh-A command vehicle,the Soviet Union,12,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,8.0,0.0,russia
100,Command Posts And Communications Stations,BTR-60PU-12command vehicle,the Soviet Union,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,russia
101,Command Posts And Communications Stations,R-145BM command vehicle,the Soviet Union,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,russia
102,Command Posts And Communications Stations,R-145BM1 command vehicle,the Soviet Union,5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,russia
103,Command Posts And Communications Stations,R-145BMA command vehicle,Russia,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,russia
104,Command Posts And Communications Stations,R-142NSA command and signals vehicle,the Soviet Union,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,russia
105,Command Posts And Communications Stations,R-149MA1 command and staff vehicle,Russia,80,1.0,0.0,28.0,0.0,2.0,1.0,2.0,0.0,46.0,0.0,russia
106,Command Posts And Communications Stations,R-149MA3 command and staff vehicle,Russia,36,0.0,0.0,18.0,0.0,0.0,0.0,4.0,0.0,14.0,0.0,russia
107,Command Posts And Communications Stations,R-149MA3 command and staff vehicle,Russia,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,russia
108,Command Posts And Communications Stations,APE-5 command post,Russia,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,russia
109,Command Posts And Communications Stations,MSh-5350.1 command vehicle,Russia,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,russia
110,Command Posts And Communications Stations,9S470M1 (or variant thereof) command post (for Buk-M1/2),Russia,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,russia
111,Command Posts And Communications Stations,Barnaul-T 9С932-1 automated system for air defence units,Russia,6,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,russia
112,Command Posts And Communications Stations,"9S932-2 intelligence, control and command vehicle (for Barnaul-T)",Russia,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,russia
113,Command Posts And Communications Stations,Command vehicle for Podlet-K1 low-altitude S-band surveillance radar,Russia,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,russia
114,Command Posts And Communications Stations,55K6A command post for S-400,Russia,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,russia
115,Command Posts And Communications Stations,R-149AKSh-1 command and signals vehicle,Russia,18,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,russia
116,Command Posts And Communications Stations,R-149BMRg command and signals vehicle,Russia,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,russia
117,Command Posts And Communications Stations,R-161 signals vehicle,Russia,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,russia
118,Command Posts And Communications Stations,R-166-0.5 signals vehicle,Russia,23,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,17.0,0.0,russia
119,Command Posts And Communications Stations,P-240 digital communications vehicle,Russia,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,russia
120,Command Posts And Communications Stations,P-260 Redut-2US communication system,Russia,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,russia
121,Command Posts And Communications Stations,P-260-U signals vehicle (for Redut-2US signal and communications system),Russia,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,russia
122,Command Posts And Communications Stations,R-431AM antenna module for the Redut-2US communications system,Russia,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,russia
123,Command Posts And Communications Stations,R-419L1 communications station,Russia,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,russia
124,Command Posts And Communications Stations,MP-1IM signals vehicle,Russia,10,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,russia
125,Command Posts And Communications Stations,MP-2IM signals vehicle,Russia,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,russia
126,Command Posts And Communications Stations,R-439-MD2 SatCom Station,Russia,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,russia
127,Command Posts And Communications Stations,R-441 SatCom station,Russia,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,russia
128,Command Posts And Communications Stations,Auriga-1.2V portable satellite communications station,Russia,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,russia
129,Command Posts And Communications Stations,R-381T2M radio monitoring station from a modernised R-381TM Taran-M automatic signals intelligence complex,Russia,5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,russia
130,Command Posts And Communications Stations,Orlan-10 UAV control station,Russia,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,russia
131,Command Posts And Communications Stations,Lancet loitering munition launcher and control station,Russia,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,russia
132,Command Posts And Communications Stations,P-230T command vehicle,Russia,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,russia
133,Command Posts And Communications Stations,MPUS-K mobile command post,Russia,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,russia
134,Command Posts And Communications Stations,Unknown communications station based on the KamAZ 6x6,Russia,5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,russia
135,Command Posts And Communications Stations,Unknown communications station,Russia,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,russia
136,Engineering Vehicles And Equipment,UR-67 mine clearing charge on BTR-D APC,the Soviet Union,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,russia
137,Engineering Vehicles And Equipment,UR-77 'Meteorit'  mine clearing vehicle,the Soviet Union,30,1.0,0.0,17.0,0.0,0.0,0.0,0.0,0.0,12.0,0.0,russia
138,Engineering Vehicles And Equipment,GMZ-3 minelayer,the Soviet Union,4,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,russia
139,Engineering Vehicles And Equipment,RKhM-6 Povozka CBRN reconnaissance vehicle,Russia,8,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,russia
140,Engineering Vehicles And Equipment,RKhM-6 Povozka CBRN reconnaissance vehicle,Russia,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,russia
141,Engineering Vehicles And Equipment,BAT-2 heavy engineering vehicle,the Soviet Union,7,0.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,russia
142,Engineering Vehicles And Equipment,MDK-3 trench-digging vehicle,the Soviet Union,3,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,russia
143,Engineering Vehicles And Equipment,PZM-2 trench-digging vehicle,the Soviet Union,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,russia
144,Engineering Vehicles And Equipment,BTS-4A armoured recovery vehicle,the Soviet Union,4,1.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,russia
145,Engineering Vehicles And Equipment,BREM-1 armoured recovery vehicle,the Soviet Union,39,4.0,0.0,17.0,0.0,0.0,1.0,0.0,0.0,17.0,0.0,russia
146,Engineering Vehicles And Equipment,BREM-2 armoured recovery vehicle,the Soviet Union,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,russia
147,Engineering Vehicles And Equipment,BREM-Ch ''BREM-4'' armoured recovery vehicle,the Czech Republic,4,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,russia
148,Engineering Vehicles And Equipment,BREM-D armoured recovery vehicle,Russia,3,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,russia
149,Engineering Vehicles And Equipment,BREM-K armoured recovery vehicle,Russia,3,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,russia
150,Engineering Vehicles And Equipment,REM-KL recovery vehicle,Russia,9,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0,russia
151,Engineering Vehicles And Equipment,BREM-L armoured recovery vehicle,Russia,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,russia
152,Engineering Vehicles And Equipment,MTP-A2 recovery vehicle,Russia,3,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,russia
153,Engineering Vehicles And Equipment,MTP-A2.1 recovery vehicle,Russia,4,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,russia
154,Engineering Vehicles And Equipment,Ural-4320 KET-L recovery vehicle,Russia,3,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,russia
155,Engineering Vehicles And Equipment,Ural-4320 KT-L recovery vehicle,Russia,5,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,russia
156,Engineering Vehicles And Equipment,KrAZ-260 KT-L recovery vehicle,the Soviet Union,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,russia
157,Engineering Vehicles And Equipment,IMR-2(M) combat engineering vehicle,the Soviet Union,29,3.0,1.0,11.0,0.0,1.0,1.0,1.0,0.0,11.0,0.0,russia
158,Engineering Vehicles And Equipment,IMR-3M combat engineering vehicle,Russia,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,russia
159,Engineering Vehicles And Equipment,PTS-2  tracked amphibious transport,the Soviet Union,16,3.0,0.0,4.0,0.0,0.0,1.0,0.0,0.0,8.0,0.0,russia
160,Engineering Vehicles And Equipment,MTU-72 bridge layer,Russia,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,russia
161,Engineering Vehicles And Equipment,TMM-3 bridge layer,the Soviet Union,28,1.0,0.0,13.0,0.0,0.0,0.0,4.0,0.0,10.0,0.0,russia
162,Engineering Vehicles And Equipment,PMP floating bridge,the Soviet Union,12,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,9.0,0.0,russia
163,Engineering Vehicles And Equipment,PP-2005 floating bridge,Russia,29,9.0,0.0,4.0,0.0,0.0,4.0,0.0,0.0,12.0,0.0,russia
164,Engineering Vehicles And Equipment,Pontoon bridge,Russia,10,1.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,russia
165,Engineering Vehicles And Equipment,BMK-130M/BMK-150 towing and motor boat,the Soviet Union,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,russia
166,Engineering Vehicles And Equipment,BMK-460 towing and motor boat,the Soviet Union,9,7.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,russia
167,Engineering Vehicles And Equipment,BMK-MT towing and motor boat,the Soviet Union,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,russia
168,Engineering Vehicles And Equipment,BMK-MO towing and motor boat,the Soviet Union,3,0.0,0.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,russia
169,Engineering Vehicles And Equipment,KrAZ-255B with excavator,the Soviet Union,4,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,russia
170,Engineering Vehicles And Equipment,KamAZ-5350 with EOV-3523 excavator,Russia,18,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,13.0,0.0,russia
171,Engineering Vehicles And Equipment,KamAZ-5350 with KS-45719-7M crane,Russia,7,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,russia
172,Engineering Vehicles And Equipment,Ural-4320 with KS-3574M3 or KS-3574M crane,Russia,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,russia
173,Engineering Vehicles And Equipment,Ural-375D with 8T210 crane,Russia,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,russia
174,Engineering Vehicles And Equipment,KamAZ-63501 with KS-55729-7M 32-ton crane,Russia,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,russia
175,Engineering Vehicles And Equipment,KamAZ KMV-10V boom crane truck,Russia,6,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,russia
