,Unnamed: 0,equipment,model,manufacturer,losses_total,abandoned,abandoned and destroyed,captured,captured and destroyed,damaged,damaged and abandoned,damaged and captured,damaged beyond economical repair,destroyed,sunk,lost_by
55,55,Infantry Fighting Vehicles,BTR-4,Ukraine,86,2.0,0.0,22.0,3.0,4.0,3.0,0.0,0.0,52.0,0.0,ukraine
56,56,Infantry Fighting Vehicles,KTO Rosomak,Poland,3,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,ukraine
57,57,Armoured Personnel Carriers,BTR-60PB,the Soviet Union,22,0.0,0.0,7.0,0.0,0.0,0.0,1.0,0.0,14.0,0.0,ukraine
58,58,Armoured Personnel Carriers,BTR-70,the Soviet Union,28,0.0,0.0,10.0,1.0,4.0,0.0,0.0,0.0,13.0,0.0,ukraine
59,59,Armoured Personnel Carriers,BTR-70M,Ukraine,8,2.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,ukraine
60,60,Armoured Personnel Carriers,BTR-7,Ukraine,26,0.0,0.0,20.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,ukraine
61,61,Armoured Personnel Carriers,BTR-80,the Soviet Union,107,0.0,0.0,34.0,0.0,2.0,1.0,2.0,0.0,68.0,0.0,ukraine
62,62,Armoured Personnel Carriers,BTR-80M,Ukraine,2,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ukraine
63,63,Armoured Personnel Carriers,BTR-D,the Soviet Union,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,ukraine
64,64,Armoured Personnel Carriers,GT-MU AFV converted to APC,the Soviet Union,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ukraine
65,65,Armoured Personnel Carriers,Unknown BTR,Ukraine,4,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,ukraine
66,66,Armoured Personnel Carriers,YPR-765,the Netherlands,51,4.0,0.0,3.0,0.0,8.0,3.0,0.0,0.0,33.0,0.0,ukraine
67,67,Armoured Personnel Carriers,M113,the United States,57,1.0,0.0,6.0,0.0,7.0,3.0,1.0,0.0,39.0,0.0,ukraine
68,68,Armoured Personnel Carriers,M113AS4,Australia %28converted%29,5,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,ukraine
69,69,Armoured Personnel Carriers,M113G3DK/G4DK,Denmark,7,2.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,4.0,0.0,ukraine
70,70,Armoured Personnel Carriers,FV103 Spartan,the United Kingdom,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,ukraine
71,71,Armoured Personnel Carriers,VAB,France,12,0.0,0.0,0.0,0.0,2.0,4.0,0.0,0.0,6.0,0.0,ukraine
72,72,Armoured Personnel Carriers,Sisu XA-185,Finland,7,0.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,ukraine
73,73,Armoured Personnel Carriers,M1126 Stryker,the United States,4,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,ukraine
74,74,Mine-Resistant Ambush Protected,Vepr,Ukraine,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ukraine
75,75,Mine-Resistant Ambush Protected,KrAZ-MPV Shrek One,Ukraine,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,ukraine
76,76,Mine-Resistant Ambush Protected,KrAZ-Forpost,Ukraine,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,ukraine
77,77,Mine-Resistant Ambush Protected,Alvis 4 'Mamba',the United Kingdom,4,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,ukraine
78,78,Mine-Resistant Ambush Protected,Mastiff Protected Patrol,the United Kingdom,29,2.0,0.0,1.0,0.0,6.0,1.0,2.0,0.0,17.0,0.0,ukraine
79,79,Mine-Resistant Ambush Protected,Wolfhound Protected Patrol,the United Kingdom,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,ukraine
80,80,Mine-Resistant Ambush Protected,Bushmaster Protected Mobility Vehicle,Australia %28converted%29,9,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,6.0,0.0,ukraine
81,81,Mine-Resistant Ambush Protected,International M1224 MaxxPro,the United States,63,5.0,0.0,2.0,0.0,8.0,1.0,0.0,0.0,47.0,0.0,ukraine
82,82,Mine-Resistant Ambush Protected,Oshkosh M-ATV,the United States,23,0.0,0.0,1.0,0.0,1.0,4.0,0.0,0.0,17.0,0.0,ukraine
83,83,Mine-Resistant Ambush Protected,ATF Dingo,Germany,6,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,4.0,0.0,ukraine
84,84,Mine-Resistant Ambush Protected,BMC Kirpi,Turkey,25,1.0,0.0,1.0,0.0,3.0,4.0,1.0,0.0,15.0,0.0,ukraine
85,85,Infantry Mobility Vehicles,KrAZ Cobra,Ukraine,13,0.0,0.0,6.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,ukraine
86,86,Infantry Mobility Vehicles,KrAZ Cougar,Ukraine,5,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,ukraine
87,87,Infantry Mobility Vehicles,KrAZ Spartan,Ukraine,10,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,ukraine
88,88,Infantry Mobility Vehicles,Novator,Ukraine,19,0.0,0.0,5.0,0.0,3.0,0.0,0.0,0.0,11.0,0.0,ukraine
89,89,Infantry Mobility Vehicles,Varta,Ukraine,38,0.0,0.0,25.0,0.0,2.0,0.0,0.0,0.0,11.0,0.0,ukraine
90,90,Infantry Mobility Vehicles,Kozak-2,Ukraine,59,0.0,0.0,18.0,0.0,0.0,1.0,1.0,0.0,39.0,0.0,ukraine
91,91,Infantry Mobility Vehicles,Kozak-2M1,Ukraine,26,0.0,0.0,7.0,0.0,2.0,1.0,0.0,0.0,16.0,0.0,ukraine
92,92,Infantry Mobility Vehicles,Kozak-5,Ukraine,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,ukraine
93,93,Infantry Mobility Vehicles,Kozak-7,Ukraine,6,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,5.0,0.0,ukraine
94,94,Infantry Mobility Vehicles,Triton-1,Ukraine,3,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ukraine
95,95,Infantry Mobility Vehicles,M1114 and M1151 HMMWV,the United States,80,1.0,0.0,7.0,0.0,9.0,2.0,4.0,0.0,57.0,0.0,ukraine
96,96,Infantry Mobility Vehicles,M1152 HMMWV,the United States,9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,9.0,0.0,ukraine
97,97,Infantry Mobility Vehicles,M998 HMMWV,the United States,16,0.0,0.0,12.0,0.0,0.0,0.0,1.0,0.0,3.0,0.0,ukraine
98,98,Infantry Mobility Vehicles,M1165 HMMWV,the United States,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,ukraine
99,99,Infantry Mobility Vehicles,M1123 HMMWV,the United States,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,ukraine
100,100,Infantry Mobility Vehicles,HMMWV Ambulance,the United States,11,0.0,0.0,4.0,0.0,2.0,0.0,3.0,0.0,2.0,0.0,ukraine
101,101,Infantry Mobility Vehicles,Unknown HMMWV variant,the United States,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,ukraine
102,102,Infantry Mobility Vehicles,AT105A Saxon,the United Kingdom,14,0.0,0.0,9.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,ukraine
103,103,Infantry Mobility Vehicles,Husky Tactical Support Vehicle,the United Kingdom,20,0.0,0.0,2.0,0.0,4.0,1.0,0.0,0.0,13.0,0.0,ukraine
104,104,Infantry Mobility Vehicles,Iveco LMV,Italy,9,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,8.0,0.0,ukraine
105,105,Infantry Mobility Vehicles,MLS Shield,Italy,3,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,ukraine
106,106,Infantry Mobility Vehicles,INKAS Titan-S,the United Arab Emirates,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,ukraine
107,107,Infantry Mobility Vehicles,Panthera T6,the United Arab Emirates,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,ukraine
108,108,Infantry Mobility Vehicles,Roshel Senator,Canada %28Pantone%29,7,0.0,0.0,1.0,1.0,2.0,0.0,0.0,0.0,3.0,0.0,ukraine
109,109,Infantry Mobility Vehicles,AMZ Dzik-2,Poland,1,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,ukraine
110,110,Infantry Mobility Vehicles,Oncilla,Poland,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,ukraine
111,111,Infantry Mobility Vehicles,Unknown IMV,Ukraine,7,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,ukraine
112,112,Command Posts And Communications Stations,BMP-1KSh command and staff vehicle,the Soviet Union,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,ukraine
113,113,Command Posts And Communications Stations,K1Sh1 command and staff vehicle,the Soviet Union,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ukraine
114,114,Command Posts And Communications Stations,R-142N command and staff vehicle,the Soviet Union,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,ukraine
115,115,Command Posts And Communications Stations,BTR-70DI-02 'Svityaz' command and staff vehicle,Ukraine,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ukraine
116,116,Command Posts And Communications Stations,R-145BM command vehicle,the Soviet Union,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,ukraine
117,117,Command Posts And Communications Stations,BTR-60PU-12 air defence command vehicle,the Soviet Union,2,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,ukraine
118,118,Command Posts And Communications Stations,R-409A radio station vehicle,the Soviet Union,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,ukraine
119,119,Command Posts And Communications Stations,R-405M radio station vehicle,the Soviet Union,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,ukraine
120,120,Command Posts And Communications Stations,9S470M1 command vehicle for Buk-M1,the Soviet Union,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,ukraine
121,121,Command Posts And Communications Stations,R-845 radio station,the Soviet Union,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,ukraine
122,122,Command Posts And Communications Stations,ZiL-131-based KShM KUNG command vehicle,the Soviet Union,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,ukraine
123,123,Command Posts And Communications Stations,Radio relay station for the TB2 UCAV,Turkey,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,ukraine
124,124,Command Posts And Communications Stations,Control station for the TB2 UCAV,Turkey,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,ukraine
125,125,Command Posts And Communications Stations,SkyGuard Aspide control station,Italy,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,ukraine
126,126,Engineering Vehicles And Equipment,IMR-2 combat engineering vehicle,the Soviet Union,7,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,5.0,0.0,ukraine
127,127,Engineering Vehicles And Equipment,BMR-2 mine-clearing tank,the Soviet Union,1,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ukraine
128,128,Engineering Vehicles And Equipment,T-64 mine-clearing tank,Ukraine,3,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,ukraine
129,129,Engineering Vehicles And Equipment,Leopard 2R mine-clearing tank,Finland,3,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,1.0,0.0,ukraine
130,130,Engineering Vehicles And Equipment,Wisent 1 mine-clearing tank,Germany,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,ukraine
131,131,Engineering Vehicles And Equipment,BAT-2 heavy engineering vehicle,the Soviet Union,3,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,ukraine
132,132,Engineering Vehicles And Equipment,MT-T multi-purpose tracked transporter,the Soviet Union,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,ukraine
133,133,Engineering Vehicles And Equipment,IRM 'Zhuk' engineer reconnaissance vehicle,the Soviet Union,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ukraine
134,134,Engineering Vehicles And Equipment,MDK-3 trench-digging vehicle,the Soviet Union,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ukraine
135,135,Engineering Vehicles And Equipment,RKhM 'Kashalot',the Soviet Union,3,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,ukraine
136,136,Engineering Vehicles And Equipment,BREM-Ch ''BREM-4'' armoured recovery vehicle,the Czech Republic,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,ukraine
137,137,Engineering Vehicles And Equipment,BTS-4A armoured recovery vehicle,the Soviet Union,8,1.0,0.0,2.0,0.0,0.0,1.0,0.0,0.0,4.0,0.0,ukraine
138,138,Engineering Vehicles And Equipment,BREM-1 armoured recovery vehicle,the Soviet Union,6,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,3.0,0.0,ukraine
139,139,Engineering Vehicles And Equipment,M88A1 armoured recovery vehicle,the United States,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,ukraine
140,140,Engineering Vehicles And Equipment,Bergepanzer 2 armoured recovery vehicle,Germany,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,ukraine
141,141,Engineering Vehicles And Equipment,Ural-4320 KET-L recovery vehicle,the Soviet Union,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,ukraine
142,142,Engineering Vehicles And Equipment,M1132 Stryker Engineering Squad Vehicle,the United States,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,ukraine
143,143,Engineering Vehicles And Equipment,MTO-AT mobile workshop,the Soviet Union,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,ukraine
144,144,Engineering Vehicles And Equipment,PTS-2  tracked amphibious transport,the Soviet Union,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ukraine
145,145,Engineering Vehicles And Equipment,PMP floating bridge,the Soviet Union,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,ukraine
146,146,Engineering Vehicles And Equipment,TMM-3M1 bridge layer,Ukraine,3,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,ukraine
147,147,Engineering Vehicles And Equipment,Pontoon bridge,Ukraine,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,ukraine
148,148,Engineering Vehicles And Equipment,KrAZ-255B with excavator,the Soviet Union,3,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,ukraine
149,149,Engineering Vehicles And Equipment,KrAZ-255B pontoon bridge layer,the Soviet Union,4,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,ukraine
150,150,Engineering Vehicles And Equipment,KrAZ-255B with KS-3575 crane,the Soviet Union,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,ukraine
151,151,Engineering Vehicles And Equipment,KrAZ-6322 Master mobile workshop,the Soviet Union,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ukraine
152,152,Engineering Vehicles And Equipment,GMZ-3 minelayer,the Soviet Union,4,0.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,ukraine
153,153,Engineering Vehicles And Equipment,PZM-2 trench-digging vehicle,the Soviet Union,3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,ukraine
154,154,Engineering Vehicles And Equipment,UMP-350 engine heater,the Soviet Union,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ukraine
155,155,Engineering Vehicles And Equipment,ARS-14 decontamination and degassing vehicle,the Soviet Union,3,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ukraine
156,156,Engineering Vehicles And Equipment,Ural-4320 KT-L recovery vehicle,the Soviet Union,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,ukraine
157,157,Engineering Vehicles And Equipment,BMK-460 towing and motor boat,the Soviet Union,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,ukraine
158,158,Engineering Vehicles And Equipment,TDA-M mobile smoke generator,the Soviet Union,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,ukraine
159,159,Engineering Vehicles And Equipment,AK-04-9A 'Porosha' airfield air conditioner based on KamAZ-5320,the Soviet Union,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,ukraine
160,160,Self-Propelled Anti-Tank Missile Systems,9P148 Konkurs ATGM carrier,the Soviet Union,18,1.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,7.0,0.0,ukraine
161,161,Self-Propelled Anti-Tank Missile Systems,9P149 Shturm-S ATGM carrier,the Soviet Union,3,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,ukraine
162,162,Artillery Support Vehicles And Equipment,1V13 battery command and forward observer vehicle,the Soviet Union,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,ukraine
163,163,Artillery Support Vehicles And Equipment,1V14 battery command and forward observer vehicle,the Soviet Union,6,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,5.0,0.0,ukraine
164,164,Artillery Support Vehicles And Equipment,1V15 battery command and forward observer vehicle,the Soviet Union,4,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ukraine
165,165,Artillery Support Vehicles And Equipment,1V16M artillery battalion command and staff vehicle,the Soviet Union,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,ukraine
166,166,Artillery Support Vehicles And Equipment,1V18 'Klyon-1' artillery command and forward observer vehicle,the Soviet Union,8,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ukraine
167,167,Artillery Support Vehicles And Equipment,9T452 transporter-loader (for BM-27 'Uragan' MRL),the Soviet Union,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,ukraine
168,168,Towed Artillery,100mm BS-3 anti-tank gun,the Soviet Union,3,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,ukraine
169,169,Towed Artillery,100mm MT-12 anti-tank gun,the Soviet Union,18,0.0,0.0,11.0,0.0,1.0,0.0,0.0,0.0,6.0,0.0,ukraine
170,170,Towed Artillery,105mm L119 howitzer,the United Kingdom,2,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,ukraine
171,171,Towed Artillery,120mm 2B16 Nona-K gun mortar,the Soviet Union,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,ukraine
172,172,Towed Artillery,122mm D-30 howitzer,the Soviet Union,10,0.0,0.0,2.0,0.0,4.0,0.0,0.0,0.0,4.0,0.0,ukraine
173,173,Towed Artillery,130mm M-46 field gun,the Soviet Union,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,ukraine
174,174,Towed Artillery,152mm D-20 gun-howitzer,the Soviet Union,9,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,7.0,0.0,ukraine
175,175,Towed Artillery,152mm 2A36 Giatsint-B field-gun,the Soviet Union,14,0.0,9.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,ukraine
176,176,Towed Artillery,152mm 2A65 Msta-B howitzer,the Soviet Union,6,2.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,ukraine
177,177,Towed Artillery,155mm FH-70 howitzer,Estonia,4,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,ukraine
178,178,Towed Artillery,155mm TRF1 howitzer,France,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,ukraine
179,179,Towed Artillery,155mm M777A2 howitzer,the United States,67,0.0,0.0,0.0,0.0,31.0,0.0,0.0,0.0,36.0,0.0,ukraine
180,180,Towed Artillery,Unknown towed artillery,Ukraine,24,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,18.0,0.0,ukraine
181,181,Self-Propelled Artillery,120mm Bars-8MMK,Ukraine,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,ukraine
182,182,Self-Propelled Artillery,120mm BTR-3M2,Ukraine,3,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,ukraine
183,183,Self-Propelled Artillery,120mm 2S9 Nona,the Soviet Union,4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.0,0.0,ukraine
184,184,Self-Propelled Artillery,120mm BRM-1K with 2S9 Nona turret,the Soviet Union,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,ukraine
185,185,Self-Propelled Artillery,120mm М1064А3,the United States,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,ukraine
186,186,Self-Propelled Artillery,120mm Alakran,Spain,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,ukraine
187,187,Self-Propelled Artillery,122mm 2S1 Gvozdika,the Soviet Union,78,0.0,0.0,13.0,0.0,12.0,0.0,0.0,0.0,53.0,0.0,ukraine
188,188,Self-Propelled Artillery,152mm 2S3 Akatsiya,the Soviet Union,36,0.0,0.0,4.0,0.0,7.0,0.0,0.0,0.0,25.0,0.0,ukraine
189,189,Self-Propelled Artillery,152mm 2S5 Giatsint-S,the Soviet Union,3,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,ukraine
190,190,Self-Propelled Artillery,152mm 2S19 Msta-S,the Soviet Union,5,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,2.0,0.0,ukraine
191,191,Self-Propelled Artillery,155mm M109A3/A4/A5/A6/L,Norway,35,0.0,0.0,0.0,0.0,13.0,0.0,0.0,0.0,22.0,0.0,ukraine
192,192,Self-Propelled Artillery,155mm AHS Krab,Poland,21,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,18.0,0.0,ukraine
193,193,Self-Propelled Artillery,203mm 2S7 Pion,the Soviet Union,9,0.0,0.0,1.0,0.0,4.0,0.0,1.0,0.0,3.0,0.0,ukraine
194,194,Self-Propelled Artillery,155mm ShKH Zuzana 2,Slovakia,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,ukraine
195,195,Self-Propelled Artillery,155mm Caesar 6x6,France,4,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,0.0,ukraine
196,196,Self-Propelled Artillery,155mm Caesar 8x8,France,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,ukraine
197,197,Self-Propelled Artillery,155mm Panzerhaubitze 2000,Germany,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,ukraine
198,198,Self-Propelled Artillery,152mm ShKH vz. 77 DANA,the Czech Republic,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,ukraine
199,199,Self-Propelled Artillery,155mm AS-90,the United Kingdom,3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,0.0,ukraine
200,200,Self-Propelled Artillery,Unknown SPG,Ukraine,10,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,9.0,0.0,ukraine
201,201,Multiple Rocket Launchers,80mm B-8 makeshift MRL,Ukraine,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,ukraine
202,202,Multiple Rocket Launchers,122mm BM-21 Grad,the Soviet Union,38,0.0,0.0,5.0,0.0,8.0,0.0,0.0,0.0,25.0,0.0,ukraine
203,203,Multiple Rocket Launchers,122mm Bastion-1,Ukraine,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,ukraine
204,204,Multiple Rocket Launchers,220mm BM-27 Uragan,the Soviet Union,6,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,ukraine
205,205,Multiple Rocket Launchers,220mm Bureviy,Ukraine,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,ukraine
206,206,Multiple Rocket Launchers,122mm RM-70,the Czech Republic,3,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,2.0,0.0,ukraine
207,207,Anti-Aircraft Guns,23mm ZU-23,the Soviet Union,3,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ukraine
208,208,Anti-Aircraft Guns,23mm 23 ItK 61,Finland,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ukraine
209,209,Self-Propelled Anti-Aircraft Guns,BTR-ZD Skrezhet,the Soviet Union,1,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,ukraine
210,210,Self-Propelled Anti-Aircraft Guns,ZSU-23-4 Shilka,the Soviet Union,5,1.0,0.0,2.0,0.0,1.0,0.0,0.0,0.0,1.0,0.0,ukraine
211,211,Self-Propelled Anti-Aircraft Guns,2K22M Tunguska-M,the Soviet Union,1,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,ukraine
212,212,Surface-To-Air Missile Systems,9K33 Osa,the Soviet Union,18,0.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,12.0,0.0,ukraine
213,213,Surface-To-Air Missile Systems,9K35 Strela-10,the Soviet Union,22,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,18.0,0.0,ukraine
214,214,Surface-To-Air Missile Systems,Stormer HVM,the United Kingdom,3,0.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,0.0,0.0,ukraine
215,215,Surface-To-Air Missile Systems,9A310M1 TELAR (for Buk-M1),the Soviet Union,13,0.0,0.0,1.0,0.0,2.0,0.0,0.0,0.0,10.0,0.0,ukraine
216,216,Surface-To-Air Missile Systems,9A39M1 TEL (for Buk-M1),the Soviet Union,2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0,ukraine
217,217,Surface-To-Air Missile Systems,9A330 Tor TLAR (for 9K330 Tor),the Soviet Union,1,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,ukraine
218,218,Surface-To-Air Missile Systems,5P851A (Launcher for S-300PT-1A),the Soviet Union,28,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,28.0,0.0,ukraine
